Topic#Mas#Ecs_1#Ecs_2#Ecs_3#Snp#Cnf_1#Cnf_2#Cnf_3#Cnf_4#Sub#Sen#Slc#index#Label_wp#Label_np
Should students be taught to compete or to cooperate?#0.860588570008#0.860588570008#0.734578377489#0.696718711164#0.0#0.0#1.0#0.0#0#0.991800669159#0.333#14#1#0#0#
Should students be taught to compete or to cooperate?#0.860588570008#0.860588570008#0.727556207915#0.0#0.0#0.0#1.0#0.0#0#0.979508750688#0.0#4#1#0#0#
Should students be taught to compete or to cooperate?#0.647236710158#0.647236710158#0.734578377489#0.696718711164#0.0#0.0#0.0#0.0#0#0.910631414374#0.478#9#1#0#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.00198570800197#0.0#7#2#0#0#
Should students be taught to compete or to cooperate?#0.674067674059#0.806144073236#0.631303161412#0.780064431823#0.0#0.0#1.0#0.0#0#0.170393436659#0.293#8#2#0#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.88720068694#0.0#4#2#0#0#
Should students be taught to compete or to cooperate?#0.609752639277#0.793159119077#0.72292711297#0.775016332278#0.0#0.0#1.0#0.0#0#0.862117683#0.0#5#2#0#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.487806164107#0.0#9#3#0#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.970674640095#0.0#10#3#0#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.972540142014#0.0#6#3#0#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.978591586224#0.0#5#4#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.851479625107#0.522166276032#0.0#0.0#0.0#1.0#0.0#0#0.999736798476#0.189#15#4#1#1#
Should students be taught to compete or to cooperate?#0.78315207249#0.851479625107#0.522166276032#0.0#0.0#0.0#1.0#0.0#0#0.997755037841#0.0#3#4#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.971762507757#0.237#11#4#1#1#
Should students be taught to compete or to cooperate?#0.717352403961#0.666723183325#0.752494527546#0.737483768198#0.0#0.0#1.0#1.0#0#0.00694250555569#0.107#17#5#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.593007366033#0.151#20#6#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.494786115093#0.0#7#6#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.685191466374#0.0#5#7#1#0#
Should students be taught to compete or to cooperate?#0.717352403961#0.666723183325#0.65009215852#0.737483768198#0.0#0.0#0.0#0.0#0#0.675033833014#0.0#11#7#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.494101323861#0.0#5#7#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.907259535117#0.0#4#7#1#0#
Should students be taught to compete or to cooperate?#0.46556901207#0.796822769576#0.732441596156#0.739989519184#0.0#0.0#0.0#0.0#0#0.0610775422358#0.191#13#7#1#0#
Should students be taught to compete or to cooperate?#0.61943499772#0.588063872544#0.752494527546#0.498220008738#0.0#0.0#1.0#0.0#0#0.00986236601936#0.302#22#8#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.581736506844#0.516#4#9#1#0#
Should students be taught to compete or to cooperate?#0.452996806734#0.703233796651#0.598733793294#0.622054745259#0.0#0.0#1.0#0.0#0#0.0660071648312#0.458#16#9#1#0#
Should students be taught to compete or to cooperate?#0.452996806734#0.703233796651#0.598733793294#0.622054745259#0.0#0.0#1.0#0.0#0#0.250980178567#0.344#5#9#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.412467206115#0.535#10#9#1#0#
Should students be taught to compete or to cooperate?#0.860588570008#0.860588570008#0.734578377489#0.775016332278#0.0#0.0#1.0#0.0#0#0.995936346007#0.236#13#10#1#1#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.979508750688#0.0#5#10#1#1#
Should students be taught to compete or to cooperate?#0.647236710158#0.793159119077#0.734578377489#0.775016332278#0.0#0.0#1.0#0.0#0#0.953801143931#0.404#7#10#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.878079430933#0.546877030733#0.0#0.0#1.0#1.0#0.0#0#0.439172260079#0.257#12#11#1#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.953104921494#0.0#9#11#1#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.782549812585#0.0#6#11#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.420049250308#0.487#5#11#1#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.875611499013#0.0#3#11#1#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.960430860717#0.0#5#11#1#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.73041342084#0.385#5#12#0#0#
Should students be taught to compete or to cooperate?#0.844964681562#0.647236710158#0.734578377489#0.696718711164#0.0#0.0#1.0#0.0#0#0.786772828538#0.0#6#12#0#0#
Should students be taught to compete or to cooperate?#0.577620951769#0.775958077591#0.612054638089#0.816343242221#0.0#0.0#1.0#0.0#0#0.175580169002#0.0#11#13#1#0#
Should students be taught to compete or to cooperate?#0.860588570008#0.860588570008#0.727556207915#0.633554755818#0.0#0.0#1.0#0.0#0#0.931607071676#0.224#20#13#1#0#
Should students be taught to compete or to cooperate?#0.757334747368#0.757334747368#0.698675881427#0.0#0.0#0.0#1.0#0.0#0#0.100005680872#0.282#17#13#1#0#
Should students be taught to compete or to cooperate?#0.877468054817#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.374604987124#0.262#11#13#1#0#
Should students be taught to compete or to cooperate?#0.684354593363#0.684354593363#0.686278160071#0.422864250792#0.0#0.0#1.0#0.0#0#0.935873209196#0.404#14#14#0#0#
Should students be taught to compete or to cooperate?#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.940034338221#0.0#4#15#1#1#
Should students be taught to compete or to cooperate?#0.864711606789#0.898637192994#0.566752646241#0.0#0.0#0.0#0.0#0.0#0#0.81596419704#0.268#8#15#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.72499798415#0.684115845679#0.72499798415#0.0#0.0#1.0#0.0#0#0.629361077638#0.183#33#16#1#1#
Should students be taught to compete or to cooperate?#0.844964681562#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.855087902062#0.148#21#16#1#1#
Should students be taught to compete or to cooperate?#0.454062673218#0.72499798415#0.684115845679#0.72499798415#0.0#0.0#1.0#0.0#0#0.536771614909#0.262#11#16#1#1#
More people are migrating to other countries than ever before#0.815487261494#0.872924070007#0.867195232181#0.677736431336#0.0#0.0#1.0#0.0#0#0.0163670111785#0.091#15#17#0#0#
More people are migrating to other countries than ever before#0.879990476188#0.879990476188#0.643747996184#0.918114011597#0.0#0.0#0.0#0.0#0#0.420315638783#0.178#8#18#0#0#
More people are migrating to other countries than ever before#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.988007232824#0.326#8#18#0#0#
More people are migrating to other countries than ever before#0.919257290348#0.879990476188#0.643747996184#0.918114011597#0.0#0.0#0.0#0.0#0#0.00196314239499#0.0#20#19#0#0#
More people are migrating to other countries than ever before#0.879990476188#0.879990476188#0.643747996184#0.918114011597#0.0#0.0#0.0#0.0#0#0.954285984521#0.0#3#19#0#0#
More people are migrating to other countries than ever before#0.919257290348#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.000379282614216#0.0#16#19#0#0#
More people are migrating to other countries than ever before#0.919257290348#0.86614108093#0.514122950782#0.0#0.0#0.0#1.0#0.0#0#0.905121328535#0.315#23#20#1#1#
More people are migrating to other countries than ever before#0.696375584039#0.86614108093#0.514122950782#0.0#0.0#0.0#1.0#0.0#0#0.987764873328#0.512#4#20#1#1#
More people are migrating to other countries than ever before#0.919257290348#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.322411619983#0.292#18#20#1#1#
More people are migrating to other countries than ever before#0.72811102899#0.866590079825#0.8445676233#0.944423578047#0.0#0.0#1.0#0.0#0#0.00425587954153#0.231#19#21#1#0#
More people are migrating to other countries than ever before#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#1#0.896214820432#0.0#4#22#1#0#
More people are migrating to other countries than ever before#0.879990476188#0.879990476188#0.643747996184#0.918114011597#0.0#0.0#1.0#0.0#0#1.66655887158e-05#0.0#29#22#1#0#
More people are migrating to other countries than ever before#0.770606100701#0.822658794991#0.817503286891#0.858332987747#0.0#0.0#1.0#1.0#0#0.961003923689#0.286#9#23#1#0#
More people are migrating to other countries than ever before#0.0#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.616546580197#0.453#10#23#1#0#
More people are migrating to other countries than ever before#0.879990476188#0.879990476188#0.643747996184#0.918114011597#0.0#0.0#0.0#0.0#0#0.0460548572547#0.415#15#24#1#0#
More people are migrating to other countries than ever before#0.855664681346#0.944423578047#0.869361438995#0.881342467711#0.0#0.0#1.0#0.0#0#0.743781691657#0.29#16#25#1#1#
More people are migrating to other countries than ever before#0.855664681346#0.855664681346#0.578689996109#0.0#0.0#0.0#1.0#0.0#0#0.969036837805#0.394#5#25#1#1#
More people are migrating to other countries than ever before#0.356982175878#0.944423578047#0.869361438995#0.881342467711#0.0#0.0#1.0#0.0#0#0.271933646455#0.252#10#25#1#1#
More people are migrating to other countries than ever before#0.919257290348#0.855664681346#0.578689996109#0.0#0.0#0.0#1.0#0.0#0#0.0321241571185#0.164#27#26#1#0#
More people are migrating to other countries than ever before#0.713628244211#0.653882127554#0.616185357636#0.696166101888#0.0#0.0#0.0#0.0#0#0.000627216221156#0.337#16#27#1#0#
More people are migrating to other countries than ever before#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0#0.577535359482#0.0#4#28#1#0#
More people are migrating to other countries than ever before#0.919257290348#0.882222519696#0.55108465111#0.724770328884#0.0#0.0#1.0#0.0#0#0.117994723335#0.187#24#28#1#0#
More people are migrating to other countries than ever before#0.506663542791#0.882222519696#0.0#0.614105158482#0.0#0.0#1.0#0.0#0#0.0329003850071#0.256#10#28#1#0#
More people are migrating to other countries than ever before#0.919257290348#0.851160469092#0.55108465111#0.724770328884#0.0#0.0#1.0#0.0#0#0.940599323772#0.13#13#28#1#0#
More people are migrating to other countries than ever before#0.879622558821#0.874729567249#0.0#0.800780471297#0.0#0.0#1.0#0.0#0#0.985543405373#0.568#9#29#1#0#
More people are migrating to other countries than ever before#0.571301623903#0.730321476646#0.707224840757#0.0#0.0#0.0#0.0#0.0#0#0.798266593608#0.394#11#29#1#0#
More people are migrating to other countries than ever before#0.855664681346#0.881342467711#0.578689996109#0.0#0.0#0.0#1.0#0.0#0#0.86470920113#0.253#16#30#1#1#
More people are migrating to other countries than ever before#0.855664681346#0.855664681346#0.578689996109#0.0#0.0#0.0#1.0#0.0#0#0.956811373114#0.565#3#30#1#1#
More people are migrating to other countries than ever before#0.826944844776#0.881342467711#0.383047984145#0.0#0.0#0.0#1.0#0.0#0#0.529723776504#0.153#12#30#1#1#
More people are migrating to other countries than ever before#0.0#0.0#0.0#0.0#0.0#0.0#1.0#0.0#0#0.561124394341#0.278#17#31#1#1#
More people are migrating to other countries than ever before#0.696375584039#0.86614108093#0.514122950782#0.0#0.0#0.0#1.0#0.0#0#0.997860161061#0.0#6#32#1#1#
More people are migrating to other countries than ever before#0.879990476188#0.944423578047#0.869361438995#0.918114011597#0.0#0.0#1.0#0.0#0#0.493299971417#0.138#22#32#1#1#
