This house believes that the sale of violent video games to minors should be banned,0.66480042159438235,0.82295775023416362,0.49663191333203766,0.58708150036085516,0.44362997311288366,0.0,1.0,0.0,0,0.02842390464906511,0.371,23,1
This house believes that the sale of violent video games to minors should be banned,0.81691148537209302,0.64590806472816209,0.4075423129348551,0.80341592434670395,0.0,0.0,1.0,0.0,0,0.6463554913806582,0.40900000000000003,13,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.25741677713346678,0.0,0.0,0.0,0,0.9948485799996716,0.262,13,1
This house believes that the sale of violent video games to minors should be banned,0.54937769001608416,0.63301671841007512,0.31906287517177789,0.58708150036085516,0.41372319962672049,0.0,1.0,0.0,0,0.29608324454509405,0.243,21,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.0,0.0,1.0,0.0,0,0.3508890783934291,0.627,9,1
This house believes that the sale of violent video games to minors should be banned,0.69527871189252366,0.88062637592534143,0.21011630629096736,0.0,0.0,0.0,0.0,0.0,0,0.7060013209906776,0.379,12,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.44521257661552555,0.0,1.0,0.0,0,0.00047198319750479836,0.363,28,1
This house believes that the sale of violent video games to minors should be banned,0.84220234092674851,0.70096160910548155,0.65719943701279526,0.60926370584291223,0.54387655959231518,0.0,1.0,0.0,0,0.00128464238894025,0.349,24,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.54387655959231518,0.0,0.0,0.0,0,0.7367697495056321,0.394,15,1
This house believes that the sale of violent video games to minors should be banned,0.54937769001608416,0.63301671841007512,0.31906287517177789,0.58708150036085516,0.39480040899441399,0.0,1.0,0.0,0,0.4127923498415371,0.32299999999999995,21,1
This house believes that the sale of violent video games to minors should be banned,0.64590806472816209,0.64590806472816209,0.4075423129348551,0.80341592434670395,0.0,0.0,1.0,0.0,0,0.8727715740889178,0.388,11,1
This house believes that the sale of violent video games to minors should be banned,0.58118060808599237,0.73017840962760761,0.56936455265021213,0.71656125237672519,0.45928206639054753,0.0,1.0,0.0,0,0.21696495899705776,0.614,15,1
This house believes that the sale of violent video games to minors should be banned,0.65883589958976962,0.65036920276439847,0.66229060159431541,0.71809156932380536,0.14540035003032151,0.0,1.0,0.0,0,0.8168255745687437,0.367,13,1
This house believes that the sale of violent video games to minors should be banned,0.69616696138158729,0.83839103208724741,0.69007777176436369,0.86817509875447529,0.78575502668849773,0.0,1.0,0.0,0,0.6690306550188813,0.379,12,1
This house believes that the sale of violent video games to minors should be banned,0.29170112914068952,0.46154793144950257,0.66229060159431541,0.70438930309389081,0.60231298423984581,1.0,1.0,0.0,0,0.9620231924973063,0.34099999999999997,15,1
This house believes that the sale of violent video games to minors should be banned,0.84260140602782951,0.88720959425267076,0.56936455265021213,0.83212653300039519,0.18929982115927713,0.0,1.0,0.0,0,0.19743011473611646,0.17900000000000005,13,1
This house believes that the sale of violent video games to minors should be banned,0.4385526887026337,0.79773231317474469,0.57891368986907266,0.75045256273826888,0.38951083750411153,0.0,1.0,0.0,0,0.9237131488834728,0.42000000000000004,15,1
This house believes that the sale of violent video games to minors should be banned,0.2482572823333806,0.7509757995794567,0.69205242087688734,0.83567943457124727,0.0,0.0,1.0,0.0,0,0.9949073006275937,0.23099999999999998,14,1
This house believes that the sale of violent video games to minors should be banned,0.28876392668191059,0.50835279438295644,0.096601231642460525,0.0,0.50459347149596701,0.0,1.0,0.0,0,0.9695219576796301,0.46799999999999997,14,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.54638073700381096,0.0,0.0,0.0,0,0.6185681963617173,0.677,8,1
This house believes that the sale of violent video games to minors should be banned,0.73166085909827239,0.66916933381527333,0.22709794583049667,0.71575088915959362,0.0,0.0,1.0,0.0,0,0.9883095974434659,0.34099999999999997,13,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.45671430985270595,0.0,1.0,0.0,0,0.7756215695429926,0.534,16,1
This house believes that the sale of violent video games to minors should be banned,0.54937769001608416,0.63301671841007512,0.31906287517177789,0.58708150036085516,0.0,0.0,1.0,0.0,0,0.11845542685330265,0.42000000000000004,16,1
This house believes that the sale of violent video games to minors should be banned,0.69527871189252366,0.88062637592534143,0.21011630629096736,0.0,0.62782494626733365,0.0,1.0,0.0,0,0.318921457145075,0.36,16,1
This house believes that the sale of violent video games to minors should be banned,0.69527871189252366,0.88062637592534143,0.70750596176737079,0.89771970889545738,0.0,0.0,1.0,0.0,0,0.5376868900059335,0.33699999999999997,14,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.34868301611466834,0.0,1.0,0.0,0,0.910930651842768,0.383,7,1
This house believes that the sale of violent video games to minors should be banned,0.65417425468599955,0.83839103208724741,0.65412158654606867,0.86817509875447529,0.47074070797151696,0.0,1.0,0.0,0,0.015074993849766459,0.6990000000000001,9,1
This house believes that the sale of violent video games to minors should be banned,0.65417425468599955,0.83839103208724741,0.65412158654606867,0.86817509875447529,0.0,0.0,1.0,0.0,0,0.8853601272208891,0.5489999999999999,8,1
This house believes that the sale of violent video games to minors should be banned,0.90739735331642535,0.90739735331642535,0.70750596176737079,0.45189207186856711,0.27336705661483984,0.0,1.0,0.0,0,0.9638714463525959,0.19099999999999995,16,1
This house believes that the sale of violent video games to minors should be banned,0.837937283716361,0.87831358672987958,0.87831358672987958,0.71575088915959362,0.29547746890226495,0.0,1.0,0.0,0,0.19116215137809187,0.367,20,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.0,0.0,1.0,0.0,0,0.9981655213780846,0.512,8,1
This house believes that the sale of violent video games to minors should be banned,0.73758024986002002,0.83839103208724741,0.6622034101355645,0.86817509875447529,0.14888900999399743,0.0,0.0,0.0,0,0.9711038105862706,0.5389999999999999,11,1
This house believes that the sale of violent video games to minors should be banned,0.65417425468599955,0.83839103208724741,0.65412158654606867,0.86817509875447529,0.0,0.0,1.0,0.0,0,0.3094419139118678,0.727,5,1
This house believes that the sale of violent video games to minors should be banned,0.46511905508089896,0.70913240123349963,0.61554591426884675,0.76361259920355762,0.0,0.0,1.0,0.0,0,0.045173635622299826,0.42100000000000004,14,1
This house believes that the sale of violent video games to minors should be banned,0.81691148537209302,0.64590806472816209,0.4075423129348551,0.80341592434670395,0.38951083750411153,0.0,1.0,0.0,0,0.3299468572949855,0.621,7,1
This house believes that the sale of violent video games to minors should be banned,0.77827524019639316,0.80525121582550763,0.55060158767498735,0.0,0.27871573891740864,0.0,1.0,0.0,0,0.5607815708347629,0.344,10,1
This house believes that the sale of violent video games to minors should be banned,0.88955448279303617,0.73371493433306267,0.65803518033310071,0.7865799842394956,0.38951083750411153,0.0,1.0,0.0,0,0.9985081015591085,0.32999999999999996,17,1
This house believes that the sale of violent video games to minors should be banned,0.59911642669761489,0.80054409598927212,0.54530952355198203,0.83243797059811098,0.0,0.0,1.0,0.0,0,0.835292777694073,0.528,8,1
This house believes that the sale of violent video games to minors should be banned,0.65883589958976962,0.65036920276439847,0.66229060159431541,0.71809156932380536,0.4765525278512952,0.0,0.0,0.0,0,0.46394845250866773,0.18600000000000005,8,1
This house believes that the sale of violent video games to minors should be banned,0.65883589958976962,0.65036920276439847,0.66229060159431541,0.71809156932380536,0.54638073700381096,0.0,1.0,0.0,0,0.9869060761734232,0.274,14,1
This house believes that the sale of violent video games to minors should be banned,0.73977740149406501,0.89384492792879788,0.76098533878033159,0.66673191544706667,0.0,0.0,1.0,0.0,0,0.5788034135221449,0.5349999999999999,11,1
