
0.10526315789473684,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.2631578947368421,0,Why_democracy_matters,1
0,0,0.07692307692307693,0,0,0,0,Why_democracy_matters,2
0.0625,0.125,0.0625,0.0625,0.1875,0.125,0,Why_democracy_matters,3
0,0,0,0,0,0,0,Why_democracy_matters,4
0,0,0,0,0.14285714285714285,0.14285714285714285,0,Why_democracy_matters,5
0,0,0,0,0,0,0,Why_democracy_matters,6
0,0.07142857142857142,0,0,0.07142857142857142,0.07142857142857142,0,Why_democracy_matters,7
0,0,0,0,0.017543859649122806,0.017543859649122806,0.017543859649122806,Why_democracy_matters,8
0,0,0,0,0,0,0,Why_democracy_matters,9
0,0,0,0,0,0,0.037037037037037035,Why_democracy_matters,10
0,0,0,0,0,0,0.05405405405405406,Why_democracy_matters,11
0,0,0,0,0,0,0,Why_democracy_matters,12
0,0,0,0,0,0,0,Why_democracy_matters,13
0,0,0,0,0,0,0,Why_democracy_matters,14
0,0,0.06896551724137931,0.06896551724137931,0.034482758620689655,0,0,Why_democracy_matters,15
0,0,0,0,0,0,0,Why_democracy_matters,16
0,0,0,0,0,0,0,Why_democracy_matters,17
0,0,0,0,0,0,0,Why_democracy_matters,18
0,0,0,0,0,0,0.058823529411764705,Why_democracy_matters,19
0,0,0,0,0,0,0,Why_democracy_matters,20
0,0,0,0,0,0,0,Why_democracy_matters,21
0,0,0,0,0,0,0,Why_democracy_matters,22
0,0,0.038461538461538464,0,0,0,0,Why_democracy_matters,23
0,0,0,0,0,0,0.15384615384615385,Why_democracy_matters,24
0,0,0,0,0,0,0,Why_democracy_matters,25
0,0,0,0,0,0,0,Why_democracy_matters,26
0,0,0,0,0,0,0,Why_democracy_matters,27
0,0,0,0,0,0,0,Why_democracy_matters,28
0.0784313725490196,0.09803921568627451,0.058823529411764705,0.058823529411764705,0.13725490196078433,0.058823529411764705,0,Why_democracy_matters,29
0,0,0,0,0,0,0.11538461538461539,Why_democracy_matters,30
0,0,0,0,0,0,0,Why_democracy_matters,31
0.06451612903225806,0.03225806451612903,0,0.03225806451612903,0.03225806451612903,0.0967741935483871,0,Why_democracy_matters,32
0,0,0.42857142857142855,0,0,0,0,Why_democracy_matters,33
0,0,0.08333333333333333,0,0,0,0,Why_democracy_matters,34
0,0,0,0,0,0,0,Why_democracy_matters,35
0,0,0,0,0,0,0,Why_democracy_matters,36
0,0,0,0,0,0,0,Why_democracy_matters,37
0,0,0,0,0,0,0,Why_democracy_matters,38
0.024390243902439025,0.024390243902439025,0.07317073170731707,0.04878048780487805,0.024390243902439025,0.04878048780487805,0,Why_democracy_matters,39
0,0,0,0,0,0,0,Why_democracy_matters,40
0,0,0,0,0,0,0,Why_democracy_matters,41
